id,AspectTerms,A_start,A_end,OpinionTerms,O_start,O_end,Categories,Polarities
3443,_, , ,这么温柔,25,29,使用体验,正面
3443,_, , ,很好。不错。,30,36,整体,正面
3444,_, , ,有点白,2,5,使用体验,中性
3445,闻闻,8,10,光线很亮,4,8,气味,正面
3445,_, , ,完美无缺,0,4,整体,正面
3446,包装包装,13,17,太简单了,17,21,包装,负面
3447,_, , ,我不喜欢这样,0,6,整体,负面
3448,_, , ,石油油油,0,4,使用体验,负面
3449,_, , ,"太假了,太虚伪了",6,14,真伪,负面
3449,_, , ,这是伪造的。,36,42,真伪,负面
3450,_, , ,大型,0,2,其他,正面
3450,_, , ,廉价的。,2,6,价格,正面
3451,_, , ,感觉很好,6,10,整体,正面
3451,_, , ,天气很温暖,12,17,使用体验,正面
3452,_, , ,不错,0,2,整体,正面
3452,_, , ,很好。不错。,5,11,整体,正面
3452,速度速度,12,16,马上就要了,16,21,物流,正面
3453,_, , ,好用,0,2,整体,正面
3453,礼品礼品,10,14,_, , ,价格,正面
3453,_, , ,不错,15,17,整体,正面
3454,_, , ,这是很好的。,7,13,整体,正面
3454,_, , ,水太湿了,16,20,使用体验,正面
3455,_, , ,好快,0,2,物流,正面
3456,_, , ,这是非常慷慨的。,0,8,价格,正面
3456,精华液,9,12,特别多,12,15,成分,正面
3456,_, , ,一般,22,24,整体,正面
3456,_, , ,情况不妙,27,31,使用体验,正面
3457,_, , ,很小,7,9,尺寸,负面
3457,礼品礼品,30,34,什么都没有。,35,41,价格,负面
3458,后勤后勤后勤,0,6,来吧。,7,10,物流,正面
3458,_, , ,实际,11,13,价格,正面
3459,包装包装,19,23,不错嘛,25,28,包装,正面
3460,活动活动活动活动,1,9,_, , ,价格,正面
3461,_, , ,说得好,0,3,整体,正面
3462,_, , ,没关系。,0,4,整体,正面
3462,_, , ,是个不错的修补方法,8,17,功效,正面
3463,价格价格价格,21,27,便宜点,33,36,价格,正面
3464,质量期,23,26,最近,12,14,新鲜度,负面
3464,客户的态度,30,35,这是把戏,35,39,服务,负面
3465,_, , ,满意,18,20,整体,正面
3466,_, , ,不油腻。,14,18,使用体验,正面
3467,_, , ,好用,4,6,整体,正面
3467,_, , ,这不贵,6,9,价格,正面
3467,_, , ,水很湿的,25,29,功效,正面
3468,_, , ,温柔的,7,10,使用体验,正面
3468,框框框框,31,35,没什么,28,31,包装,负面
3469,_, , ,非常好不错,0,5,整体,正面
3469,_, , ,我很高兴,10,14,整体,正面
3469,_, , ,说得好,19,22,整体,正面
3470,湿保持效果,7,12,很好。不错。,12,18,功效,正面
3471,_, , ,很好。不错。,0,6,整体,正面
3472,_, , ,很好。不错。,0,6,整体,正面
3473,价格价格价格价格,0,8,实在是太慷慨了,8,15,价格,正面
3473,_, , ,完美无缺的,18,23,整体,正面
3474,_, , ,好用,0,2,整体,正面
3474,_, , ,滋润,3,5,使用体验,正面
3474,_, , ,是的。说吧。,6,12,整体,正面
3475,_, , ,这是很好的。,26,32,整体,正面
3476,_, , ,我喜欢它。,22,27,整体,正面
3476,_, , ,更合适一点,16,21,整体,正面
3477,价格价格价格,5,11,半价钱,11,14,价格,正面
3477,交付速度,15,19,很快,19,21,物流,正面
3478,_, , ,不错,2,4,整体,正面
3478,_, , ,我喜欢它。,7,12,整体,正面
3479,_, , ,不错。,4,7,整体,正面
3480,_, , ,一点都不刺激,21,27,使用体验,正面
3480,_, , ,很好。不错。,14,20,整体,正面
3480,_, , ,很实惠,35,38,价格,正面
3480,_, , ,满意,39,41,整体,正面
3481,后勤后勤后勤,25,31,来吧。,32,35,物流,正面
3481,_, , ,来吧。,33,36,整体,正面
3482,水文,0,2,不太喜欢,2,6,成分,负面
3483,_, , ,还可以,0,3,整体,正面
3483,_, , ,不错,12,14,整体,正面
3484,_, , ,闻起来好香,3,8,气味,正面
3485,服务态度,16,20,"很好,我说...",20,28,服务,正面
3485,_, , ,不错,2,4,整体,正面
3486,_, , ,好用,0,2,整体,正面
3486,_, , ,轻轻的。,3,7,使用体验,正面
3486,_, , ,是的。。是的。,18,25,整体,正面
3486,_, , ,一点都不紧张,11,17,使用体验,正面
3487,包装包装,6,10,实在太糟糕了,10,16,包装,负面
3488,_, , ,挺好,7,9,整体,正面
3488,_, , ,很光滑,17,20,使用体验,正面
3488,体液补充效应,21,27,这是很好的。,27,33,功效,正面
3489,包装包装,5,9,断了,9,11,包装,负面
3490,_, , ,这是自然的。,16,22,功效,正面
3490,_, , ,挺好用,0,3,整体,正面
3490,_, , ,它非常令人耳目一新。,4,14,使用体验,正面
3491,_, , ,没用的,0,3,整体,负面
3491,_, , ,没有白色的。,8,14,功效,负面
3492,速度速度,0,4,来吧。,9,12,物流,正面
3492,_, , ,放松点,17,20,使用体验,正面
3493,_, , ,这是很好的。,0,6,整体,正面
3493,_, , ,不错,23,25,整体,正面
3493,_, , ,挺合身的,26,30,整体,正面
3494,_, , ,这是真实的。,0,6,真伪,正面
3495,闻起来好臭,12,17,淡淡的,17,20,气味,正面
3495,_, , ,它很有钱,21,25,使用体验,正面
3496,粉粉设计,0,4,这是伟大的。,5,11,包装,正面
3496,方框颜色值,12,17,这是非常高的。,17,24,包装,正面
3497,交付。,15,18,动作真快,18,22,物流,正面
3497,后勤速度,6,10,_, , ,物流,正面
3498,_, , ,味道不错,0,4,气味,正面
3498,_, , ,这是非常好的。,5,12,使用体验,正面
3498,_, , ,挺好,13,15,整体,正面
3499,_, , ,情况不妙,0,4,整体,负面
3499,_, , ,不够干净,7,11,功效,负面
3500,_, , ,皮肤不错,10,14,使用体验,正面
3500,_, , ,来吧。,17,20,物流,正面
3500,服务服务服务处,21,28,好,28,29,服务,正面
3500,_, , ,好用,6,8,整体,正面
3501,价格价格价格,10,16,廉价的。,17,21,价格,正面
3501,_, , ,阳,40,41,真伪,正面
3502,_, , ,还可以,0,3,整体,正面
3503,_, , ,很好,15,17,整体,正面
3504,_, , ,我来搞定,0,4,整体,正面
3505,_, , ,挺好,0,2,整体,正面
3505,泡沫,3,5,富人富人富人,5,11,使用体验,正面
3505,_, , ,干净的,14,17,使用体验,正面
3506,干净面条,10,14,这是很好的。,14,20,功效,正面
3507,_, , ,不错嘛,0,3,整体,正面
3508,_, , ,很多泡沫。,0,5,使用体验,正面
3508,_, , ,好用,6,8,整体,正面
3509,_, , ,很好。不错。,6,12,整体,正面
3510,_, , ,真的很不错,14,19,整体,正面
3510,_, , ,这是很好的。,22,28,整体,正面
3510,_, , ,完美无缺,32,36,整体,正面
3511,_, , ,这是非常好的。,6,13,整体,正面
3511,阴影效果,14,18,"很好,你应该去",18,25,功效,正面
3512,_, , ,这是很好的。,12,18,整体,正面
3513,_, , ,这是很好的。,0,6,整体,正面
3513,_, , ,中度和不振动。,7,14,使用体验,正面
3513,清洁。,15,18,很好。不错。,19,25,功效,正面
3513,_, , ,说得好,26,29,整体,正面
3514,_, , ,这是很好的。,7,13,整体,正面
3514,解除效果,14,18,很好不错,18,22,功效,正面
3514,_, , ,不紧,26,28,使用体验,正面
3515,_, , ,闻起来好香,0,5,气味,正面
3515,_, , ,这不是假的,6,11,功效,正面
3515,_, , ,皮肤,11,13,功效,正面
3515,_, , ,哟呼!,13,16,使用体验,正面
3516,_, , ,这是很好的。,0,6,整体,正面
3516,_, , ,我喜欢它。,6,11,整体,正面
3516,_, , ,这是很好的。,14,20,整体,正面
3516,_, , ,皮肤很柔软,21,26,使用体验,正面
3517,价格价格价格,0,6,低劣的。,6,10,价格,正面
3517,活动活动活动活动,10,18,来吧。,18,21,价格,正面
3517,_, , ,不错,30,32,整体,正面
3518,_, , ,好用,0,2,整体,正面
3518,_, , ,没有粉末,3,7,使用体验,正面
3518,_, , ,尼斯。不错。,15,21,整体,正面
3519,_, , ,水很湿的,3,7,功效,正面
3519,_, , ,很薄,0,2,使用体验,正面
3519,_, , ,贵得要命,11,15,价格,负面
3520,_, , ,员额。,3,6,使用体验,正面
3520,_, , ,自然,0,2,使用体验,正面
3521,尝尝,14,16,闻起来好香,16,21,气味,正面
3522,_, , ,这是很好的。,2,8,整体,正面
3522,_, , ,照明照明灯,9,14,使用体验,正面
3522,_, , ,不油腻。,15,19,使用体验,正面
3522,_, , ,这是自然的。,24,30,功效,正面
3523,_, , ,不错,0,2,整体,正面
3523,_, , ,这是非常便宜的。,3,11,价格,正面
3523,_, , ,湿透了,27,30,使用体验,正面
3524,赠的东西,0,4,挺多的,4,7,价格,正面
3525,_, , ,还可以,0,3,整体,正面
3525,形状效果,4,8,不错,8,10,功效,正面
3525,_, , ,我不能让它湿。,13,20,功效,正面
3525,_, , ,干得不错,25,29,使用体验,正面
3526,_, , ,它不习惯。,7,12,整体,负面
3527,_, , ,好,11,12,整体,正面
3527,_, , ,没有异常,15,19,整体,正面
3527,_, , ,是的。。是的。,20,27,整体,正面
3528,_, , ,好用,7,9,整体,正面
3529,包装包装,1,5,太随意了,8,12,包装,负面
3529,_, , ,不值得这样,38,43,整体,负面
3530,_, , ,这是好价钱,5,10,价格,正面
3530,_, , ,别担心,13,16,整体,正面
3531,_, , ,这是非常好的。,6,13,整体,正面
3532,_, , ,油而不腻,23,27,使用体验,正面
3533,_, , ,不错,2,4,整体,正面
3533,_, , ,轻,5,6,使用体验,正面
3533,_, , ,不油腻。,6,10,使用体验,正面
3534,_, , ,这是很好的。,2,8,整体,正面
3535,_, , ,很均匀,7,10,使用体验,正面
3535,_, , ,这是很好的。,0,6,整体,正面
3536,_, , ,这是很好的。,14,20,整体,正面
3537,_, , ,这是很好的。,0,6,整体,正面
3537,_, , ,没有粉末。,7,12,使用体验,正面
3537,_, , ,这是自然的。,15,21,功效,正面
3537,_, , ,是的。。是的。,30,37,整体,正面
3538,礼品礼品,4,8,我喜欢它。,8,13,服务,正面
3539,_, , ,不错的,11,14,整体,正面
3540,_, , ,对,29,30,整体,正面
3541,_, , ,这是非常好的。,0,7,整体,正面
3542,交付。,12,15,好快,15,17,物流,正面
3543,包装包装,0,4,我很高兴,4,8,包装,正面
3544,_, , ,光滑的很顺,19,24,使用体验,正面
3544,_, , ,这不令人兴奋。,25,32,使用体验,正面
3545,_, , ,有点油脂,6,10,使用体验,负面
3546,_, , ,这是很好的。,7,13,整体,正面
3547,_, , ,我喜欢它。,8,13,整体,正面
3548,_, , ,不错嘛,0,3,整体,正面
3548,_, , ,我喜欢它。,3,8,整体,正面
3549,_, , ,闻起来好香,3,8,气味,正面
3549,_, , ,我觉得很好吃,17,23,整体,正面
3549,礼品礼品,24,28,很好,30,32,价格,正面
3549,礼品礼品,26,30,这是非常真实的。,32,40,价格,正面
3550,_, , ,很好。不错。,7,13,整体,正面
3550,_, , ,这是真实的。,18,24,真伪,正面
3551,_, , ,还可以,17,20,整体,正面
3552,速度速度,10,14,很快。很快。,14,20,物流,正面
3552,_, , ,"很好,你觉得呢?",0,8,整体,正面
3553,_, , ,它的工作原理。,7,14,整体,正面
3554,交付交付交付交付交付,2,12,很快,12,14,物流,正面
3554,服务态度,15,19,很好,19,21,物流,正面
3554,质量质量,22,26,值得信赖,26,30,其他,正面
3554,_, , ,说得好,31,34,整体,正面
3555,_, , ,这是超真实的。,8,15,价格,正面
3555,_, , ,这真的很好。,26,32,整体,正面
3556,_, , ,好用,2,4,整体,正面
3557,_, , ,新鲜湿透了,14,19,使用体验,正面
3557,闻闻,27,29,光线很亮,23,27,气味,正面
3557,闻闻,27,29,闻起来好香,30,35,气味,正面
3558,_, , ,这是非常好的。,8,15,整体,正面
3559,货运,27,29,慢慢,29,31,物流,负面
3560,_, , ,软软,2,4,使用体验,正面
3560,_, , ,非常喜欢,9,13,整体,正面
3560,_, , ,平衡平衡,4,8,功效,正面
3561,外观。,0,3,很好,3,5,服务,正面
3562,礼品礼品,6,10,没有,11,13,价格,负面
3562,_, , ,很好,2,4,整体,正面
3563,_, , ,阳,5,6,真伪,正面
3563,_, , ,这是很好的。,14,20,功效,正面
3563,_, , ,水水,39,41,使用体验,正面
3563,_, , ,白色的,41,44,功效,正面
3563,_, , ,这是自然的。,45,51,功效,正面
3564,_, , ,还可以,2,5,整体,正面
3564,_, , ,这是很好的。,6,12,整体,正面
3565,_, , ,特价特价,0,4,价格,正面
3565,后勤后勤,7,11,来吧。,12,15,物流,正面
3566,尝尝,10,12,闻起来不香,15,20,气味,负面
3567,价格价格价格,14,20,实际,20,22,价格,正面
3568,塑料袋。,4,8,_, , ,包装,负面
3568,_, , ,它是如此的假。,16,23,真伪,负面
3568,_, , ,我不快乐,30,34,整体,负面
3569,_, , ,挺好的,0,3,整体,正面
3570,_, , ,出来不容易,28,33,使用体验,正面
3570,_, , ,我无法掩盖什么?,35,43,功效,负面
3571,_, , ,不错,10,12,整体,正面
3572,_, , ,这是很好的。,0,6,整体,正面
3573,_, , ,很好。不错。,2,8,整体,正面
3573,_, , ,水很湿的,9,13,使用体验,正面
3573,_, , ,便宜点,14,17,价格,正面
3573,_, , ,是的....,18,24,整体,正面
3574,_, , ,没事的,2,5,整体,正面
3575,后勤后勤后勤,0,6,很快。很快。,6,12,物流,正面
3575,货币价值价值,13,19,很高,19,21,价格,正面
3575,_, , ,不错的,22,25,整体,正面
3576,后勤后勤后勤,34,40,你太强壮了,40,45,物流,正面
3576,_, , ,特别津贴特别津贴,21,29,价格,正面
3577,体液补充效应,0,6,很好,6,8,功效,正面
3577,尝尝,9,11,闻起来好香,12,17,气味,正面
3578,_, , ,这是很好的。,2,8,整体,正面
3578,_, , ,楼梯,25,27,整体,正面
3579,_, , ,湿的,0,2,功效,正面
3579,_, , ,不油腻。,2,6,使用体验,正面
3580,闻闻,30,32,太轻了,27,30,气味,正面
3580,_, , ,太多钱了,33,37,价格,正面
3580,_, , ,接近颜色。,11,16,功效,正面
3580,_, , ,不是特殊的石油。,17,25,使用体验,正面
3580,_, , ,不错,6,8,整体,正面
3581,_, , ,我不这样做。,6,12,使用体验,正面
3581,_, , ,挺温柔的,13,17,使用体验,正面
3582,_, , ,很好,0,2,整体,正面
3583,脱下化妆品,9,14,中度,7,9,功效,正面
3583,_, , ,我不这样做。,34,40,使用体验,正面
3583,_, , ,干净,43,45,功效,正面
3583,_, , ,耐久性很强,46,51,其他,正面
3583,_, , ,我喜欢它。,52,57,整体,正面
3583,把化妆品脱了,12,18,无负担,18,21,功效,正面
3584,_, , ,很好。不错。,5,11,整体,正面
3585,_, , ,-有点微小,0,5,包装,正面
3585,_, , ,这是微妙的。,6,12,使用体验,正面
3585,白发,12,14,绝对不要夸大其词,14,22,功效,正面
3585,闻闻的味道,27,32,-是灯光,23,27,气味,正面
3586,价格价格价格,0,6,有偿,6,8,价格,正面
3586,后勤后勤后勤,9,15,"很快了,很快.",15,22,物流,正面
3587,_, , ,说得好,12,15,整体,正面
3587,_, , ,温柔的,3,6,使用体验,正面
3587,_, , ,麻木不仁的。,6,12,使用体验,正面
3587,_, , ,可以的,0,3,整体,正面
3588,价位,9,11,完美无缺,12,16,价格,正面
3589,价格价格价格,0,6,这非常慷慨,6,11,价格,正面
3589,质量期,14,17,太短,17,19,新鲜度,负面
3589,_, , ,这是很好的。,33,39,整体,正面
3589,_, , ,说得好,23,26,整体,正面
3590,_, , ,非常喜欢,0,4,整体,正面
3590,_, , ,这是很好的。,12,18,整体,正面
3591,生产日期生产日期,7,15,年长,15,17,新鲜度,负面
3592,_, , ,是啊。不错。,0,6,整体,正面
3593,活动活动活动活动,14,22,_, , ,价格,正面
3593,包装包装,30,34,_, , ,包装,负面
3594,交付速度,2,6,来吧。,6,9,物流,正面
3594,交付。,43,46,点赞,46,48,物流,正面
3595,_, , ,"很好,我们走",0,6,整体,正面
3596,价格价格价格,18,24,实际,24,26,价格,正面
3596,体液补充,28,32,完美无缺,36,40,功效,正面
3596,皮肤保护,32,36,完美无缺,37,41,功效,正面
3596,角层恢复,44,48,_, , ,功效,中性
3596,_, , ,水很湿,11,14,使用体验,正面
3596,_, , ,不粘粘,14,17,使用体验,正面
3597,_, , ,挺温柔的,5,9,使用体验,正面
3598,_, , ,很好。不错。,16,22,整体,正面
3599,_, , ,这太便宜了,22,27,价格,正面
3599,价格价格价格,28,34,首首首首首,34,39,价格,正面
3599,_, , ,很好不错,43,47,整体,正面
3600,_, , ,很好。不错。,14,20,整体,正面
3601,_, , ,非常好。不错。,0,7,整体,正面
3601,_, , ,很白,21,23,使用体验,正面
3601,_, , ,没有粉末,32,36,使用体验,正面
3601,礼品礼品,47,51,_, , ,价格,正面
3601,孤立效应,24,28,很好不错,16,20,功效,正面
3601,_, , ,是真实的,53,57,真伪,正面
3602,贝壳,0,2,这是很好的。,2,8,包装,正面
3602,_, , ,说得好,20,23,整体,正面
3603,_, , ,这是很好的。,17,23,整体,正面
3603,_, , ,水很湿,28,31,使用体验,正面
3604,_, , ,很好,0,2,整体,正面
3604,_, , ,交易不错,3,7,价格,正面
3604,_, , ,我喜欢它。,20,25,整体,正面
3605,服务服务服务处,11,18,非常好不错,18,23,服务,正面
3606,尝尝,0,2,非常喜欢,2,6,气味,正面
3606,_, , ,它非常令人耳目一新。,7,17,使用体验,正面
3607,_, , ,这是很好的。,7,13,整体,正面
3608,_, , ,喜欢,23,25,整体,正面
3609,_, , ,有点贵,24,27,价格,负面
3609,_, , ,显示白色,10,14,功效,正面
3609,_, , ,水水,14,16,使用体验,正面
3609,_, , ,很好推开,5,9,使用体验,正面
3610,_, , ,我讨厌它。,0,5,整体,负面
3610,_, , ,坏了断了,10,14,包装,负面
3610,_, , ,水漏了,15,18,包装,负面
3611,_, , ,成本效益,17,21,价格,正面
3611,活动价格,10,14,_, , ,价格,正面
3611,_, , ,喜欢,2,4,整体,正面
3612,_, , ,这是很好的。,8,14,整体,正面
3612,_, , ,不错,27,29,整体,正面
3613,尝尝,14,16,好,17,18,气味,正面
3613,_, , ,这是很好的。,7,13,整体,正面
3614,_, , ,这不是一个好。,4,11,真伪,负面
3615,_, , ,这是很好的。,2,8,整体,正面
3616,_, , ,很好.,0,3,整体,正面
3616,价格价格价格,3,9,实际,9,11,价格,正面
3617,_, , ,这么甜美,2,6,使用体验,正面
3617,_, , ,它很温暖。,7,12,使用体验,正面
3617,_, , ,没事的,21,24,整体,正面
3618,_, , ,不错,3,5,整体,正面
3618,_, , ,绿色的很,39,43,其他,正面
3618,_, , ,是啊。不错。,44,50,整体,正面
3619,_, , ,"很好,我们去",10,16,整体,正面
3620,_, , ,不错,0,2,整体,正面
3621,_, , ,是真实的,0,4,真伪,正面
3621,_, , ,"很好,你还好",22,28,整体,正面
3622,_, , ,非常好。非常好。,2,10,整体,正面
3622,_, , ,我喜欢它。,12,17,整体,正面
3622,_, , ,这是伟大的。,18,24,整体,正面
3623,_, , ,五点,32,34,整体,正面
3623,分发分发,19,23,这是非常强大的。,23,31,物流,正面
3623,_, , ,没关系。,12,16,整体,正面
3624,_, , ,适合,9,11,整体,正面
3625,_, , ,我喜欢它。,7,12,整体,正面
3626,_, , ,有点干燥,20,24,使用体验,负面
3626,_, , ,不错嘛,7,10,整体,正面
3627,_, , ,可以,2,4,整体,正面
3627,_, , ,这是非常好的。,5,12,使用体验,正面
3627,尝尝,13,15,喜欢,16,18,气味,正面
3628,包装包装,0,4,压碎了,4,7,包装,负面
3628,交付。,8,11,非常负责,11,15,物流,正面
3629,_, , ,这是很好的。,0,6,整体,正面
3630,后勤后勤后勤,5,11,很快,12,14,物流,正面
3630,_, , ,很好,2,4,整体,正面
3631,服务,0,2,这是惊人的。,2,8,服务,正面
3631,后勤后勤后勤,10,16,"很快,我马上要来",16,24,物流,正面
3631,_, , ,积极,30,32,真伪,正面
3631,_, , ,我很高兴,38,42,整体,正面
3632,_, , ,没有粉末,14,18,使用体验,正面
3632,_, , ,对,20,21,整体,正面
3633,_, , ,很好。不错。,3,9,整体,正面
3633,_, , ,很好,0,2,整体,正面
3634,_, , ,非常好。不错。,6,13,整体,正面
3634,_, , ,对,14,15,整体,正面
3635,_, , ,好用,16,18,整体,正面
3635,_, , ,它很微妙。,21,26,使用体验,正面
3635,_, , ,它非常明亮。,28,34,功效,正面
3635,_, , ,相当不错,36,40,整体,正面
3635,交付。,43,46,没得说,48,51,物流,正面
3636,_, , ,这是一个真实的。,2,10,真伪,正面
3636,价格价格价格,11,17,有个优势,17,21,价格,正面
3636,交付。,22,25,很强,26,28,物流,正面
3637,_, , ,这是一个好交易。,4,12,价格,正面
3638,_, , ,挺好的,0,3,整体,正面
3638,_, , ,不错,3,5,整体,正面
3639,_, , ,这是很好的。,0,6,整体,正面
3640,_, , ,没用的,0,3,使用体验,负面
3641,包装包装,40,44,这是非常好的。,45,52,包装,正面
3641,_, , ,这是一个好交易。,0,8,价格,正面
3642,_, , ,我希望如此。,7,13,整体,中性
3643,_, , ,十分慷慨的款待,3,10,价格,正面
3644,_, , ,超级好用,0,4,整体,正面
3644,_, , ,超额支付,5,9,价格,正面
3645,尝尝,19,21,没事的,21,24,整体,正面
3646,化妆,8,10,"好多了,你觉得呢?",10,19,使用体验,正面
3646,_, , ,轻点的,33,36,使用体验,正面
3646,持久性,37,40,挺ok的,42,46,使用体验,正面
3646,遮遮罩,24,27,没那么强,28,32,功效,正面
3647,补液,10,12,非常好。非常好。,12,20,功效,正面
3647,_, , ,高估,24,26,价格,正面
3647,_, , ,凉爽。,29,32,使用体验,正面
3647,补液,10,12,棒棒哒,34,37,功效,正面
3648,_, , ,"很好,你觉得呢?",15,23,整体,正面
3649,_, , ,很好,0,2,整体,正面
3649,_, , ,很快,3,5,物流,正面
3650,_, , ,这是一个交易。,0,7,价格,正面
3650,_, , ,滑头,32,34,使用体验,正面
3650,_, , ,年轻一个,34,38,使用体验,正面
3651,_, , ,还可以,2,5,整体,正面
3651,_, , ,不会很紧的,9,14,使用体验,正面
3651,去油边,15,18,很好,18,20,功效,正面
3651,_, , ,舒服的很感觉很好,24,32,使用体验,中性
3651,_, , ,泡泡多,33,36,使用体验,正面
3651,尝尝,37,39,基凯,39,41,气味,正面
3651,价格价格价格,44,50,这是讨价还价。,50,57,价格,正面
3652,_, , ,非常好。非常好。非常好。,0,12,整体,正面
3652,泡沫,13,15,细腻,15,17,使用体验,正面
3652,尝尝,18,20,闻起来好香,20,25,气味,正面
3652,_, , ,好极了不错,26,31,整体,正面
3653,价格价格价格,0,6,并不贵,6,9,价格,正面
3653,_, , ,小于,12,14,其他,负面
3653,_, , ,不错,17,19,整体,正面
3653,_, , ,没事。,19,22,整体,正面
3654,_, , ,我喜欢它。,7,12,整体,正面
3654,_, , ,不错,2,4,整体,正面
3655,_, , ,廉价。,6,9,价格,正面
3655,_, , ,这是很好的。,27,33,整体,正面
3656,_, , ,不错。,5,8,整体,正面
3656,礼品礼品,31,35,_, , ,价格,正面
3656,_, , ,赞,39,40,整体,正面
3657,_, , ,一般,0,2,整体,中性
3657,_, , ,它不干净。,6,11,功效,负面
3658,交付速度,0,4,很快的。,4,8,物流,正面
3658,_, , ,这是很好的。,20,26,整体,正面
3659,活动活动活动,9,15,_, , ,价格,正面
3660,尝尝,17,19,一样,23,25,气味,正面
3661,中度,0,2,很好,3,5,使用体验,正面
3661,清洁效应,6,10,很好。不错。,11,17,功效,正面
3661,泡沫丰度,28,32,一般,33,35,使用体验,中性
3661,石油控制效应,18,24,还行,25,27,功效,正面
3661,湿保持效果,36,41,这是很好的。,42,48,功效,正面
3662,_, , ,不错,4,6,整体,正面
3662,_, , ,很好。不错。,16,22,整体,正面
3663,_, , ,不错,0,2,整体,正面
3663,分发分发情况,3,9,很快,9,11,物流,正面
3664,_, , ,不错,35,37,整体,正面
3664,_, , ,这是真正的一个。,2,10,真伪,正面
3665,_, , ,这是很好的。,4,10,整体,正面
3666,_, , ,非常柔软,24,28,包装,中性
3667,后勤后勤后勤,0,6,刚才真快,6,10,物流,正面
3667,_, , ,便宜点,12,15,价格,正面
3667,_, , ,说的好,15,18,整体,正面
3668,遮掩效果效果,5,11,一点也不。,0,5,功效,负面
3668,_, , ,"但是小敏,你觉得呢?",17,27,使用体验,正面
3669,酒精的气味,0,5,好浓,5,7,使用体验,负面
3670,_, , ,超级好用,0,4,整体,正面
3670,_, , ,便宜点,5,8,价格,正面
3671,_, , ,是真实的,6,10,真伪,正面
3672,_, , ,它的工作原理。,0,7,整体,正面
3672,_, , ,水水,9,11,使用体验,正面
3673,_, , ,很快,5,7,物流,正面
3674,_, , ,挺温柔的,9,13,使用体验,正面
3674,_, , ,水水,14,16,使用体验,正面
3675,_, , ,不错。,0,3,整体,正面
3676,_, , ,还可以,0,3,整体,正面
3676,_, , ,"不,这不是。",5,11,使用体验,正面
3677,速度速度,8,12,很快,12,14,物流,正面
3677,_, , ,很好。不错。,0,6,整体,正面
3678,_, , ,这是一笔好交易,13,20,价格,正面
3678,_, , ,不错,2,4,整体,正面
3679,_, , ,总是,0,2,整体,正面
3679,_, , ,这是很好的。,2,8,整体,正面
3680,湿保持效力,36,41,真的不错,41,45,功效,正面
3681,_, , ,还可以,0,3,整体,正面
3681,_, , ,有些干,10,13,使用体验,负面
3682,酒精的气味,8,13,一点点,5,8,气味,中性
3683,_, , ,"超好吃的,你觉得呢?",0,10,整体,正面
3683,_, , ,货价是好的,11,16,价格,正面
3683,_, , ,超级。,20,23,整体,正面
3684,_, , ,这是很好的。,2,8,整体,正面
3684,湿度,9,11,约翰,11,13,功效,正面
3685,_, , ,是真的一个,5,10,整体,正面
3686,卡粉,13,15,不会的,10,13,使用体验,正面
3686,浮浮现象,15,19,不会的,10,13,使用体验,正面
3686,_, , ,闻起来好香,0,5,气味,正面
3687,_, , ,"工作很好,很顺利",2,10,整体,正面
3687,_, , ,昂贵,11,13,价格,正面
3688,_, , ,没事,0,2,整体,正面
3689,_, , ,不是真实的,15,20,真伪,负面
3690,_, , ,很好,0,2,整体,正面
3690,_, , ,不错,2,4,整体,正面
3690,_, , ,非常喜欢,4,8,整体,正面
3691,_, , ,不错,2,4,整体,正面
3691,水文,5,7,很多,11,13,成分,正面
3691,包装包装,14,18,太烂了。,18,22,包装,负面
3691,精准度。,7,11,很多,11,13,成分,正面
3692,_, , ,它是如此的好。,0,7,整体,正面
3692,_, , ,便宜点,13,16,价格,正面
3693,_, , ,这是很好的。,0,6,整体,正面
3694,物价上涨,16,20,太过火了,20,24,价格,负面
3695,活动活动活动活动,15,23,我不坚强,23,27,价格,负面
3695,_, , ,快捷快捷键,3,8,其他,正面
3695,_, , ,轻松。,0,3,其他,正面
3695,_, , ,不错,8,10,整体,正面
3696,_, , ,完美无缺,0,4,整体,正面
3696,_, , ,很好不错,5,9,整体,正面
3696,_, , ,很好不错,10,14,整体,正面
3696,_, , ,我喜欢它。,15,20,整体,正面
3696,_, , ,特别特别津贴特别津贴,21,31,价格,正面
3697,后勤后勤后勤,0,6,这是一个特别的努力。,6,16,物流,正面
3697,出售者对服务的态度,17,26,非常好,26,29,服务,正面
3698,_, , ,没关系。,0,4,整体,正面
3698,_, , ,水很湿,6,9,使用体验,正面
3699,遮遮罩,0,3,是啊。不错。,3,9,功效,正面
3699,_, , ,太干燥了。,12,17,使用体验,负面
3700,_, , ,这是很好的。,0,6,整体,正面
3700,_, , ,我喜欢它。,7,12,整体,正面
3701,_, , ,很好,0,2,整体,正面
3701,体液补充效应,6,12,丁字裤,12,15,功效,正面
3702,体液补充效应,0,6,完美无缺,6,10,功效,正面
3702,价格价格价格,20,26,首首首首首,26,31,价格,正面
3702,后勤后勤,32,36,来吧。,37,40,物流,正面
3702,_, , ,说得好,11,14,整体,正面
3703,尝尝,0,2,我喜欢它。,2,7,气味,正面
3703,价格价格价格,8,14,这是一笔好交易,15,22,价格,正面
3704,交付。,7,10,_, , ,物流,负面
3705,_, , ,我喜欢它。,12,17,整体,正面
3706,后勤后勤后勤,22,28,来吧。,28,31,物流,正面
